0,GearTorque_1,GearTorque_2,GearTorque_3,GearTorque_4,GearTorque_5,GearTorque_6,Joints_1,Joints_2,Joints_3,Joints_4,Joints_5,Joints_6,RobotPositions_1,RobotPositions_2,RobotPositions_3,RobotPositions_4,RobotPositions_5,RobotPositions_6,MeasuredPositionsLeica_1,MeasuredPositionsLeica_2,MeasuredPositionsLeica_3,MeasuredPositionsLeica_4,MeasuredPositionsLeica_5,MeasuredPositionsLeica_6
111,-752.72455,-1522.734,-2524.0742,335.5269,-376.54553,-229.54773,103.44661,-73.86349,93.24866,-131.82372,-19.697163,112.37129,0.000805689722577,-155.99761444091806,2500.0003527832023,99.99997405895328,-20.000158262282557,-110.00018150265404,-3025.4248834779582,943.1385209331454,119.92329906338716,-31.526033382057243,-87.51084464524723,-147.31142169893235
112,-658.2513,-2168.64,-2374.6614,362.00427,-358.14844,-241.2522,101.66021,-77.68882,98.26234,-126.97181,-20.240925,106.56005,113.0004302597046,-155.99885513305662,2499.999669189453,100.00000026637048,-19.999994459846526,-110.00017227096986,-2993.862389675789,1051.653014545109,116.8406848219792,-31.478762847244298,-87.50382699782692,-147.3595260555098
113,875.3803,-582.5312,-2159.5312,275.46567,438.4099,-238.92409,102.55533,-75.23202,102.79526,-108.916145,-16.192116,87.964386,113.00020675659178,0.0040878162462013,2500.0004248046885,99.99987163844077,-20.000565491980883,-110.00000317026824,-3027.669497440486,1057.336087824296,-35.13509707003616,-31.398351275013702,-87.50355135766543,-147.44371927821624
114,-867.9395,219.52515,-1684.2056,274.8776,-618.4533,-226.1683,102.51323,-70.91209,114.43057,-56.209084,-18.549753,33.084084,226.0015167236328,312.0026353454587,2499.9979772949214,99.99992027167184,-20.000211609960903,-110.00020416309984,-3063.7780329649318,1177.0219000728318,-342.27274841222743,-31.62204488752308,-87.50863499359022,-147.21284671341246
115,59.921795,94.67248,-296.96637,-19.009197,14.830765,19.924612,106.08229,-64.561066,104.27556,-60.018784,-14.270029,39.52251,-0.0057099027279764,311.9917854309081,2500.004783935546,100.00013896981832,-19.99975329322161,-109.998672027674,-3126.8102058873,960.0002951363144,-336.16411793445053,-31.44582132606532,-87.52107267360483,-147.39828586154204
116,578.2738,1029.475,-2593.81,-152.37444,274.1018,185.34457,109.017525,-57.89113,92.97812,-73.628845,-10.267362,55.26341,-226.0027499389648,311.9977279663088,2500.0015234375,100.00001652039153,-20.00000367991876,-109.99953605653226,-3189.8853521468,743.0357456481007,-330.12496602514886,-31.38256960261256,-87.52386183170061,-147.45952257985783
117,-894.53284,-884.11475,-3188.6252,-214.33295,-235.46886,211.7657,107.370865,-63.965855,86.545876,-130.43187,-14.836281,112.3862,-226.00046737670905,-0.0015879651758243,2500.000389404297,100.0000931548846,-19.9999158763015,-109.99993610440346,-3122.518671573724,731.7654009661043,-26.16836328614564,-31.54322181087599,-87.51724482145164,-147.31032991860596
118,-773.50934,-1363.9872,-3059.1494,-46.89873,-50.443443,237.98381,105.76067,-67.170135,76.72721,-150.18239,-26.017944,132.86029,-226.0022109222413,-312.00601623535147,2500.0019091796858,100.00013011832954,-19.999417378666383,-109.99962910507,-3054.736135802957,720.4851572708974,277.9851060748303,-31.7734527037508,-87.51608760347416,-147.07743322947135
119,-536.5276,-2218.4646,-2860.4229,361.44345,619.62213,-232.76688,102.592384,-75.3704,87.97474,-141.85255,-25.22768,122.95165,0.0008643358456015,-311.99620635986355,2499.999433593749,99.99992530726372,-20.000159072397174,-110.00021873507336,-2991.6435340745456,937.5591212075072,271.8995670573693,-31.75515192618747,-87.49881504344374,-147.09017500587296
120,-510.941,-2957.149,-2425.3206,345.91116,-251.59052,-209.64574,98.78775,-83.14452,97.57652,-134.50215,-26.336164,113.80462,226.00047477722163,-311.9988426208496,2499.999023437502,100.00005836485184,-20.00003830953077,-110.00025424927748,-2928.3824853355577,1154.5290827510537,265.9622084956927,-31.53365429592777,-87.49958531266043,-147.30030129444827
121,914.8134,-644.796,-2240.303,293.34628,355.07358,-186.01337,100.61791,-78.86758,107.55865,-104.63346,-17.504229,82.53582,225.99948341369637,0.0046758835030777,2500.002093505858,99.99974247802008,-20.000672944980472,-109.99976982920263,-2996.1003778121253,1165.8435638617564,-38.10234065707609,-31.415935034559823,-87.50358478951246,-147.42520542582648
122,970.2679,1146.1959,-1359.3369,266.94354,-685.284,-236.11504,101.439865,-68.28391,121.36899,-40.439377,-25.524916,15.2565365,339.0001837158203,468.00200454711904,2500.000327148437,99.99989334037086,-20.00016813185217,-110.00009021852492,-3065.90893373398,1291.0364063681186,-497.2597084816145,-31.557373640599835,-87.51055190400493,-147.28207204109754
123,694.09467,1495.0979,-2205.6191,423.1014,40.4813,214.51436,106.98477,-59.953598,106.308044,-40.257683,-18.074083,19.616001,-0.0025332851715938,467.99537094116187,2500.0010314941405,99.99991237473228,-19.99960770347029,-109.99939754492549,-3160.5853516823568,965.5963044088196,-488.2699528050015,-31.771728476569525,-87.52758876371412,-147.0793449073183
124,729.79156,2093.135,-2344.9678,-212.3661,153.88234,222.78175,111.09926,-50.631645,88.78248,-52.92006,-10.150922,35.489662,-339.00396682739245,467.9940150451662,2500.001939697266,100.0000783928124,-19.99976177815043,-109.9993504718919,-3255.2686437864154,640.1236179185946,-479.2653412774062,-31.54996075837873,-87.52707629427442,-147.2899446603053
125,-962.40845,-867.5735,-3049.3362,-111.515785,-199.0644,231.64265,108.70533,-59.992935,80.338844,-139.02422,-15.528333,121.793465,-339.00144165039063,-0.002719113685398,2500.0011230468745,99.99996536158272,-19.99974049543391,-109.99976051347495,-3154.015286802161,623.289774132921,-23.29669927904701,-31.67340381977541,-87.5178430608348,-147.1805516370011
126,-828.52136,-996.88824,-3508.2131,-85.77484,-53.991756,226.49892,106.382675,-63.038216,63.761127,-157.85814,-33.708996,141.7515,-339.0019757080079,-468.0051010131836,2500.0027917480456,100.00016078818516,-19.9995535810824,-109.9996027441219,-3052.485701616206,606.3113132700942,433.1427029427292,-31.88898336559816,-87.51677671959847,-146.958121066102
127,-605.40466,-2319.5847,-2377.2422,375.60086,619.23224,-214.28476,101.75058,-76.06852,81.86835,-148.0057,-31.28437,129.77272,0.0001710184213071,-467.9977474975587,2499.9999108886705,99.99990688272888,-20.00014841955397,-110.0001862345051,-2957.835337231057,931.8873840147892,424.1103732617773,-31.841250134695745,-87.50147487403221,-147.00552635883054
128,-579.3838,-3550.1147,-2200.5693,451.25937,-200.93973,-202.75308,95.68364,-87.76141,95.684715,-139.0257,-33.16875,118.31197,339.00051559448247,-467.998932647705,2499.9987524414078,100.00003505746042,-19.99999205632881,-110.00029983506543,-2863.049066735357,1257.3679848885292,415.1058795817702,-31.677058803469382,-87.49882603742302,-147.16169299001126
129,382.59064,-453.81482,-915.04614,159.6034,171.94946,-95.11568,98.476974,-82.47451,112.0302,-101.83866,-19.127943,78.49473,338.99846267700207,0.0044084052328253,2500.002590332032,99.99970227464534,-20.000743088789005,-109.99968895953592,-2964.5375554668763,1274.342442475795,-41.12911940263616,-31.371033350871084,-87.50093646968729,-147.466438801206
130,1206.2297,1609.6207,-1005.69324,265.5981,-686.8931,-176.66743,100.220116,-63.730137,127.256065,-31.679003,-34.38171,3.9854987,452.0013542175295,624.0061257934572,2499.9997924804684,99.999585762303,-20.000444191144,-110.00017800047804,-3068.1772148689874,1404.933367630469,-652.2808181994548,-31.41400532280951,-87.51445858045896,-147.43345613442497
131,632.6077,1953.2976,-2213.4424,249.6229,49.677856,260.9084,107.898796,-54.701897,107.47798,-28.558138,-23.06188,7.8802776,-0.0019124529382861,623.997583312988,2500.0015283203124,99.99985904490462,-19.999649760105367,-109.99941497858882,-3194.4024429713704,971.0473930458286,-640.2192088787436,-31.56146662394007,-87.53118051097451,-147.28935494524367
132,837.0931,2720.691,-2631.7988,-269.9181,107.15404,188.06374,113.02047,-43.18209,83.35812,-38.021774,-10.511522,21.581974,-452.00135681152335,623.9962210083008,2500.000164794924,100.00023525305856,-19.999881884405333,-109.99963710889806,-3320.630740395836,537.209962099355,-628.3697680420131,-31.61198397218537,-87.52822752837874,-147.22739212683706
133,-1077.072,-397.6478,-3215.5088,-70.18993,-113.05432,234.59756,109.92946,-55.83566,73.6121,-147.1255,-16.891188,130.64435,-452.0016696166993,-0.0022721316874003,2500.0018029785138,99.9997897701407,-19.999598598229763,-109.99959621364764,-3185.6099889696525,514.7696995914068,-20.225538182171093,-31.676925365703465,-87.52328596503666,-147.17915133218656
134,-910.3732,-865.7395,-3186.6643,-85.38573,-58.359222,206.51666,106.94878,-57.00672,47.66674,-162.86142,-43.00872,148.05461,-452.0011425781251,-624.0055358886716,2500.002612304688,100.0002206798905,-19.999713092566196,-109.99971222409218,-3050.3533465313667,492.0496164700213,588.3888156543467,-31.87509296584679,-87.52063223368556,-146.97355876630792
135,-89.445786,-363.79565,-398.63672,66.52944,99.50179,-36.175877,100.92123,-75.93987,74.84427,-152.01805,-37.675957,134.59024,0.0004210374964895,-623.9980520629879,2499.999029541016,99.9999212644162,-19.999974479220448,-110.0001000599949,-2923.964509127553,926.212864212405,576.3023404580036,-31.82448553487483,-87.50165677231803,-147.01432880266853
136,-508.18463,-3781.5994,-2558.473,443.3323,-109.82591,-213.37285,92.339165,-91.41182,92.61333,-141.59904,-40.47222,121.1875,452.0010891723632,-623.9982165527343,2499.998137207033,100.0000239945853,-19.99999871296521,-110.00036170922938,-2797.588558207658,1360.2238008839497,564.3056267715639,-31.662555545314124,-87.49680040535088,-147.17122352146566
137,130.83496,-233.7309,-292.12936,37.9642,39.88363,-26.48341,96.10561,-86.062515,116.216965,-100.330086,-21.031971,75.63239,451.9991098022462,0.0070929768774658,2500.001018066407,99.99982567086565,-20.00128047066493,-109.99977970301076,-2932.956422442576,1382.8433660725534,-44.195859448437965,-31.410899127758103,-87.49938204039299,-147.4262554699979
138,764.52386,2864.041,-2320.038,184.63416,-882.9725,-214.86183,108.82413,-48.915833,107.767654,-21.467995,-28.356337,0.8720122,0.0021374218269102,780.004233093262,2499.997723388673,99.9999275956598,-20.000472592082943,-110.0003306226111,-3228.2132336889917,976.6140878008716,-792.3627427840374,-31.502620433735192,-87.51620019487417,-147.34612004965152
139,703.0146,3313.7544,-2809.669,-224.86882,113.06424,213.35155,114.79521,-35.53518,76.63704,-28.069674,-10.553226,12.635629,-565.0013131713864,779.9971710205077,2500.000599365234,100.00017890874564,-19.999814373128256,-109.99961685325032,-3386.039446416112,434.3142866150092,-777.6396687208015,-31.71024054041629,-87.52680591356115,-147.13610363963292
140,-851.90753,139.93243,-3423.661,-143.88449,-122.241745,212.29843,111.05542,-51.41881,66.2287,-154.2223,-18.952635,138.43317,-565.0015435791017,-0.0031365643127958,2500.0023254394523,100.0000518030794,-19.99982890022008,-109.99971065576987,-3217.1357613041087,406.2721401212901,-17.240695378606713,-31.602518674575972,-87.51944148252623,-147.2520518092685
141,-737.7049,1969.2582,-3237.6233,-121.64008,-70.45574,241.53331,107.46612,-46.554386,23.218433,-166.56294,-56.390266,153.51093,-565.0033306884764,-780.004205627441,2500.0027478027346,100.00021499500636,-19.99961392733468,-109.9994948642915,-3048.284363042488,377.8286353850948,743.881730782393,-31.835171519980857,-87.53200289403313,-147.01221551258587
142,-729.6109,-2325.2432,-2380.0845,411.43027,607.99756,-270.48935,100.104485,-74.9301,66.730865,-154.7739,-44.3954,138.32475,0.0007768866450476,-779.9970306396484,2499.999327392577,99.9998385994018,-20.00015131821645,-110.00027389705328,-2890.041312867713,920.5296413463852,728.3711225156154,-31.89986900802998,-87.49645056832146,-146.93693444617318
143,-577.7938,-4064.2524,-2252.4636,455.4155,-229.24823,-243.96048,88.75083,-94.00655,88.38475,-142.84047,-48.062096,123.11051,565.0011947631832,-779.9999218750003,2499.997779541017,100.00019706712304,-19.99994267682626,-110.00047706529158,-2732.181371296835,1463.0162470693022,713.4830053549832,-31.669665766804336,-87.49514093818021,-147.15792464673382
144,863.31305,-1420.4991,-2262.9338,320.54657,310.76062,-219.65132,93.47433,-89.63444,120.11908,-99.87801,-23.20985,73.71034,565.0002548217774,0.004288367377303,2500.0010058593766,99.99988708980662,-20.000538903796883,-109.99995365513053,-2901.456672662267,1491.3195013790382,-47.209452796083056,-31.37441068200951,-87.49273806679167,-147.4653604831585
145,547.66296,-627.47864,-3166.1472,-140.0,487.4564,178.86305,110.51984,-77.42251,102.65466,-128.15497,-10.929347,111.360596,-0.0012161413585639,0.0011894708866748,2750.001357421877,99.9996598834195,-20.000099832342283,-109.9996289845878,-3293.1913885715503,1018.387291937903,22.380757160191152,-31.470111548271383,-87.5098034597874,-147.3787554782061
146,-1229.5393,-2395.9763,-1783.9059,215.87666,330.1408,-210.20781,109.99895,-78.0537,111.67091,-80.38956,-9.144788,62.684,113.00079208374024,155.99950279235838,2749.9993395996094,100.00012966154424,-20.000247516774127,-110.00012329076758,-3295.478306304909,1132.4672587315142,-132.79492617767568,-31.436004161190425,-87.50689264134044,-147.40349775044692
147,707.7576,-524.5081,-3065.5188,-170.31201,267.914,240.6217,111.49219,-74.1951,106.48287,-87.60056,-7.7561984,70.793884,-0.0010818206702589,155.99991821289066,2750.0009423828137,99.99979995636852,-19.99983810498289,-109.99963462717992,-3326.961308512631,1024.0015237498053,-129.58439549440695,-31.429621648877543,-87.52103108271066,-147.4148935824768
148,948.77716,14.774481,-2626.4138,-165.8362,483.61957,212.6385,112.83245,-70.341736,101.018456,-100.199776,-6.718415,84.19854,-113.00182228088369,155.99768096923827,2750.000710449218,99.99989425687504,-19.999945173656435,-109.99965404493072,-3358.5121469614014,915.522601597657,-126.6434090067543,-31.35268728980109,-87.51477691556286,-147.49369058573998
149,-934.1701,-1491.3529,-3208.131,-37.366467,-265.27612,184.04567,111.9031,-73.36456,97.26828,-137.07718,-10.902172,121.03194,-113.00052349090574,-0.0045511943124438,2750.000617675782,100.00005058297388,-19.99948605529227,-109.99978107746206,-3324.7290756016528,909.8457466480096,25.349261795747225,-31.51727294000717,-87.51826932343326,-147.3305254651168
150,-630.3127,-2307.1265,-3490.62,-73.92314,-37.276405,229.00627,110.98285,-75.590385,92.72441,-150.7328,-16.922485,134.74469,-113.00177925109868,-156.00399337768553,2750.0016528320307,100.00005767727954,-19.999384391806466,-109.99961376974258,-3290.932881641946,904.2253269212868,177.45778186214585,-31.64259015125901,-87.51564957288522,-147.20948445978394
151,-135.57426,-412.25793,-438.21548,51.51896,137.52281,-34.379826,109.55843,-79.792076,98.04816,-145.38593,-16.688639,128.70833,0.0011002102136262,-155.99470764160168,2750.000192871094,99.99996913901737,-20.0003257272601,-110.00040382400672,-3259.4483478608554,1012.7472055024514,174.27773459440084,-31.61961952487469,-87.49599588768696,-147.22791531507613
152,-436.79733,-2048.4573,-1487.553,242.48445,-105.43815,-161.06618,107.975975,-83.978806,103.0312,-140.34634,-16.95911,122.914734,113.00006134033202,-155.99848487854,2749.999672851564,99.99999057721386,-20.00004613893364,-110.0001765818886,-3227.814876900766,1121.2001411974982,171.38547769269368,-31.54228456334037,-87.50600897784088,-147.30150931922248
153,457.68002,-574.22485,-1155.4214,170.40881,276.6999,-98.64895,108.980965,-81.48314,107.7344,-120.62631,-11.499233,103.004875,112.99992034912114,0.0046683450724231,2750.0004370117185,99.99964336715108,-20.00035298541311,-109.99987244200187,-3261.5513836157734,1126.9213521950096,19.345268608631255,-31.49510838418188,-87.50557675755586,-147.3501799363111
154,1306.4219,-155.14194,-1789.6493,208.3774,-697.1564,-206.3212,109.40868,-77.26968,119.85565,-42.723843,-14.102402,23.949106,226.0007902526855,312.0037879943848,2750.0003991699223,99.99997917062775,-20.000321549940203,-110.00020496391484,-3297.5201207152163,1246.6497134614774,-287.7395473031218,-31.608946326814124,-87.50900068134365,-147.22289209332294
155,617.62463,326.41315,-2441.003,-322.72028,150.27649,225.01682,112.47498,-70.120094,109.50223,-42.9426,-10.179492,26.229204,-0.0021383475509901,311.9964497375488,2750.000998535158,100.00012855562468,-19.99991788610954,-109.99964992554824,-3360.659806196959,1029.6373938740117,-281.64359594215506,-31.48847756768301,-87.51725402408165,-147.34722659702717
156,595.52167,936.07056,-2423.4622,-281.34634,325.55383,186.07866,114.937355,-62.92275,98.13931,-54.45545,-5.9313912,39.354923,-226.00342956542963,311.9953027343753,2750.0019763183604,100.00022480333924,-20.0000464692734,-109.99951988239,-3423.804543094774,812.6390689219407,-275.6391665086778,-31.445170890321062,-87.5212218670645,-147.39423246765023
157,-171.05771,-248.50043,-479.08777,-8.635616,-22.590422,25.19858,113.15177,-69.27508,91.54391,-146.28098,-11.474526,130.91133,-226.0033946228027,-0.0054851014795713,2750.002487792968,99.99964302026738,-19.998861388950157,-109.99917922996995,-3356.3706800808727,801.3711452552908,28.326834206149183,-31.56913602790757,-87.51710646622821,-147.2823226425335
158,-637.2369,-1922.7821,-3158.4817,-77.71059,-56.472366,209.589,111.39697,-72.63481,81.66527,-160.5641,-24.168154,145.31967,-226.0022052001953,-312.00538299560577,2750.00208984375,100.0002716438528,-19.999601131149728,-109.99966111074434,-3288.6802178662992,790.0658656906575,332.5409105546135,-31.80313036405637,-87.51316377334837,-147.05018216200165
159,-614.6365,-2853.4102,-2494.5889,359.4836,689.8464,-210.65428,108.60806,-81.31419,92.67431,-153.19112,-23.101864,136.73575,0.0002833993546428,-311.9977987670898,2749.9996862792955,99.99989379857212,-20.000058678804464,-110.00015815816607,-3225.599670146052,1007.1042010366334,326.4372285808722,-31.753334836454336,-87.49539604113396,-147.09497221106545
160,-544.6538,-3482.5032,-2385.4624,309.82547,-158.92624,-225.72263,105.17587,-89.80944,102.15106,-146.09178,-23.954952,128.22646,226.0005056762696,-311.99954071044914,2749.999100341797,100.00007327961474,-20.00000276639544,-110.00022609639063,-3162.372023901886,1224.0822122987518,320.44439385977495,-31.611098948478887,-87.4957100948206,-147.229532934464
161,285.14224,-443.088,-747.4822,77.44948,124.592476,-61.82648,107.26122,-85.57651,112.52656,-115.11363,-12.533736,96.58233,226.00082336425783,0.0062094595830421,2750.000302734375,99.99980289770212,-20.000793029309627,-110.00000267461552,-3230.005821014008,1235.4113023042585,16.362816782042042,-31.41290822567849,-87.50307812382587,-147.43035287017858
162,1001.7516,577.0985,-1233.9679,193.19534,-612.61285,-221.72954,108.73417,-74.71484,127.18581,-27.167557,-22.554571,7.092724,339.0006997680665,468.0029519653318,2749.99964111328,99.9998937595743,-20.00033242136503,-110.00020218078195,-3299.817283662962,1360.6373550553387,-442.754457769386,-31.525350410309795,-87.50778316800925,-147.308808705372
163,781.5061,864.69354,-2312.5718,281.49884,148.89386,-261.24185,113.4678,-65.24201,111.67368,-22.883844,-15.784611,6.372613,-0.0018323777831392,467.9970162963868,2750.000570068358,100.0001469051961,-19.99992802275501,-109.99965690726994,-3394.5256531737923,1035.1561366687993,-433.7828714593703,-31.54860643647385,-87.51494520281582,-147.29401441062973
164,850.8092,1654.7834,-2705.336,-267.8421,56.030552,225.82884,116.85632,-55.307472,94.04071,-24.446812,-7.7291865,10.306831,-339.00108840942386,467.9968611145019,2750.0002197265626,100.00009944822762,-19.999784561898185,-109.99967968127972,-3489.142590949004,709.746350751242,-424.7799428215042,-31.70717752226706,-87.52400320180044,-147.13144490363254
165,-831.9522,-1111.6442,-2916.0679,-119.65594,-153.80215,248.29343,114.283554,-65.11416,85.43404,-154.66608,-12.654443,139.90572,-339.00232513427727,-0.0045036354929379,2750.001938476561,99.99986186703713,-19.99960737193213,-109.99955367959446,-3388.0001875840803,692.8240273167095,31.287061209167504,-31.592913987314443,-87.51434492230943,-147.26249666108808
166,-602.99567,-1832.8403,-3374.8613,-127.371284,-22.46975,237.55043,111.76956,-68.46864,69.03453,-165.78355,-32.172604,151.26018,-339.00291687011696,-468.0058856201172,2750.0028686523424,100.00030208501646,-19.99955374050342,-109.99949795600618,-3286.446859217997,675.8883492696157,487.7022933867681,-31.892614442844536,-87.51558961979033,-146.9587408805822
167,-710.1069,-2744.2742,-2561.5261,391.43732,718.3973,-244.03445,107.66926,-82.00411,86.514275,-157.39052,-29.718397,141.27155,0.0005913676543276,-467.9964697265625,2750.0002770996102,99.99979114486668,-20.00015028837084,-110.00021309036632,-3191.719865271125,1001.4603744858103,478.7017510150568,-31.785418892171364,-87.50586716378415,-147.05822868541603
168,-460.93323,-4188.9717,-2506.2234,458.91925,-117.89656,-257.10114,102.094444,-94.73143,100.03971,-148.87173,-31.523872,130.82635,339.0010955810546,-467.9984591674805,2749.9982714843736,100.00007331856084,-20.000015402558223,-110.00034046146104,-3097.023762127304,1326.9383317478816,469.72903832254246,-31.668140726008808,-87.50146513030032,-147.17225238594324
169,727.4522,-1709.3087,-2168.575,363.34167,427.66846,-193.90002,105.33054,-89.72905,117.040436,-111.68692,-13.968241,92.15738,338.999094543457,0.0052602597206623,2750.0022143554675,99.99957688117496,-20.00054761337405,-109.99972779228376,-3198.52019322185,1343.8650853416675,13.321693623785562,-31.45859417975213,-87.49852241572397,-147.3886166234439
170,979.927,1219.1235,-1037.2286,205.48404,-639.29816,-257.32544,107.95637,-69.89519,133.52913,-20.029676,-32.97719,-1.6833007,452.0014726257325,624.0043420410159,2749.999688720704,99.99985343792623,-20.000464084872316,-110.00021835765538,-3302.102745361474,1474.508969347768,-597.7405804578531,-31.27001435547189,-87.5111104497021,-147.5736875218575
171,896.9988,735.19714,-3307.4705,-128.52203,727.04584,235.47026,115.313354,-60.83209,78.86823,-161.6162,-14.416111,147.40091,-452.0011776733397,0.0031975389629849,2750.001072998048,99.99927013344204,-19.999875366992907,-109.99954448874232,-3419.392195492704,584.4430224965657,34.390039307079846,-31.793911472096067,-87.51543685074326,-147.06433626531495
172,-655.0398,-1134.8564,-3396.349,-221.84558,-37.425743,232.25296,112.106544,-62.698975,53.845543,-169.00945,-41.296486,155.24208,-452.00179901123056,-624.005062866211,2750.003049316407,100.00036506612592,-19.99987300219651,-109.99965546428824,-3284.250703509444,561.6812428126464,642.919081098828,-31.894854699364068,-87.51767275337903,-146.95691070271783
173,-726.6051,-2917.2056,-2466.0427,377.491,656.3939,-256.77594,106.742226,-81.86557,79.503456,-159.92401,-36.458847,144.26935,0.0009896994821419,-623.9961007690431,2749.999077148438,99.9998791870776,-20.00022029688925,-110.00038780383689,-3157.84192112904,995.8032193580094,630.8478016838324,-31.846490479287795,-87.50027882066892,-146.99071889465895
174,-278.8133,-2400.657,-1383.314,227.07416,-84.69087,-118.82293,98.70775,-98.60545,96.73743,-150.00146,-39.42413,132.08546,452.0016813659668,-623.9996905517578,2749.998094482422,100.00017017417797,-19.99996937858946,-110.0003805543618,-3031.4933882329005,1429.711587952924,618.8774657954812,-31.660853970968752,-87.50166972990043,-147.17322119560214
175,1058.9823,-1863.5121,-2081.8638,308.55994,496.2258,-221.96336,103.15279,-93.9633,121.277016,-110.079735,-15.775681,89.46111,451.99931640625016,0.0038162145018395,2750.001512451172,99.99981736004383,-20.000646041806025,-109.99985508805744,-3166.90308666392,1452.40764798833,10.375339122423265,-31.38349046799844,-87.49799165895985,-147.45832877231692
176,871.8568,2253.005,-2097.1003,-287.51245,39.018303,266.42358,120.213776,-39.737854,82.182236,-1.7734362,-10.813629,-10.438226,-564.999921569824,780.0001342773438,2749.9999414062504,100.00004108428892,-20.00006037712108,-110.00004505157432,-3619.8644521210776,503.8658432413152,-723.1053094740757,-31.75473620150975,-87.5231927311286,-147.0861724622516
177,-1158.3284,-635.407,-3398.2163,318.36252,-152.79642,-202.5705,116.253845,-56.36344,71.73949,192.96039,-16.736343,-206.68921,-564.9992819213874,-0.0020862353261327,2749.9986877441406,100.000137291057,-19.99991118495381,-110.00016777048845,-3451.086264435625,475.8284102226981,37.26406411990178,-31.635144072707785,-87.5177854709098,-147.21642054461918
178,-749.0008,1409.101,-3008.5896,-182.03564,-2.1230648,239.83498,112.412766,-53.864075,33.00676,188.72842,-53.07607,-201.56306,-565.0020910644533,-780.0045016479489,2750.0021057128906,100.00033065794688,-19.999802747052197,-109.99969551561824,-3282.0888757882853,447.4855995234325,798.3674140787393,-31.7985200487822,-87.52631769696423,-147.04749063454878
179,-785.869,-2824.0352,-2799.5225,354.5731,747.4885,-262.07916,105.82724,-80.871254,71.5053,198.43445,-43.372303,-213.47256,0.0006456891846391,-779.9946975708008,2749.9992199707044,99.99978534639648,-20.00022643929517,-110.0002897664358,-3123.958610112422,990.089913876622,783.0328901688772,-31.927622839575847,-87.5044231171514,-146.90739587413293
180,-498.50964,-5019.803,-2403.3298,436.1507,-181.13254,-240.50137,94.995514,-101.34381,92.2839,209.94249,-47.499443,-227.35062,565.0009252929684,-779.9994869995119,2749.997197265624,100.00020843526866,-19.999949066002934,-110.0004786297284,-2966.119750031183,1532.5369289683144,768.0837111133312,-31.683193669327867,-87.49893457322479,-147.14660661957987
182,-786.7396,-2813.7585,-2756.2615,239.29236,-732.2978,-214.38065,105.82726,-80.87125,71.50532,18.434408,43.3726,-33.472378,0.0006051799525789,-779.9910620117186,2749.999614257812,99.99957363026694,-20.000469290689484,-110.00038734960206,-3123.956795663851,990.2306665680894,782.962176631541,-32.08751786486755,-87.48230306052561,-146.73235295369622
183,-519.78467,-5040.8433,-2366.5913,323.69156,148.89626,-243.12749,94.995514,-101.34381,92.28389,29.942514,47.499454,-47.350544,565.0008615112305,-779.9995132446292,2749.997294921876,100.00025772065784,-20.000024740252503,-110.00050872751576,-2966.10789740418,1532.673162145517,768.0101817641412,-31.822083336807744,-87.47787383530344,-146.99618348863686
184,887.6163,-2334.095,-2003.5942,273.42786,-453.38538,-230.48735,100.68499,-98.295784,125.22984,70.09484,17.969799,-91.896706,564.9989843750001,0.0054238158777297,2750.0016296386725,99.99984208135514,-20.000935472964635,-109.9998816785168,-3135.395372327815,1560.9337001585618,7.211894502824985,-31.604586257088176,-87.47051989575029,-147.24046590889003
185,894.6269,4434.9966,431.55817,199.83542,724.581,-224.57616,105.9807,-51.513935,142.10274,165.46588,58.93378,-192.14775,678.0014151000981,936.0095358276368,2749.999732666015,99.9995668827027,-20.001111612382903,-110.0003547126689,-3306.583966673201,1701.912210405244,-907.8300973904076,-30.216875436787653,-87.51100307280174,-148.63951386122488
186,609.94165,4046.9797,-2787.7683,249.92378,-0.020681923,-251.26091,121.68579,-31.72723,74.278564,184.85188,10.950555,-196.17218,-678.0010513305666,935.994296875,2749.9995764160144,100.00053932226866,-19.999786038436888,-109.99975914641314,-3685.4352742524775,400.88021002834256,-872.1704919907334,-31.301401450178023,-87.52043656774039,-147.56461343396947
187,-881.47253,-199.50279,-3338.0645,-208.73947,82.71219,198.0713,117.11568,-51.613674,63.879593,8.8709545,19.633722,-22.169983,-678.0028564453124,-0.0028430477096708,2750.003812255861,99.99991439716524,-19.99981326009068,-109.99948898256434,-3482.561836551383,367.4118716180621,40.25703318200221,-32.01352013531962,-87.5143542897264,-146.82335338798617
188,-641.3536,-2707.4746,-3697.7124,261.2084,90.6421,-218.20273,104.92453,-78.92968,62.253124,17.32395,50.599937,-31.54995,4.1288160809926575e-06,-936.0032873535156,2749.999182128906,100.00043281625496,-19.9997904029454,-110.00020283328884,-3090.0293394604405,984.5066095159837,935.29687316813,-31.777054222023096,-87.49288769143743,-147.03435909407128
189,-638.84064,-5187.137,-2438.6619,326.2493,143.41498,-232.82939,90.94425,-102.90143,86.69744,30.680264,55.660732,-47.109196,678.0010461425782,-935.998728027344,2749.996868896485,100.0003302378189,-20.000127231846665,-110.00063903701734,-2900.6253570795247,1635.4937066477448,917.172108077036,-31.81103123125699,-87.47129964912415,-147.00225116644376
